"Subj_ID";"Trial";"Choice";"Losses";"Wins";"Net_Outcome"
"Subj_81";88;1;-250;100;-150
"Subj_81";89;2;0;100;100
"Subj_81";90;2;0;100;100
"Subj_81";91;2;0;100;100
"Subj_81";92;4;0;50;50
"Subj_81";93;4;0;50;50
"Subj_81";94;2;0;100;100
"Subj_81";95;2;0;100;100
"Subj_81";96;2;0;100;100
"Subj_81";97;4;0;50;50
"Subj_81";98;4;0;50;50
"Subj_81";99;4;0;50;50
"Subj_81";100;2;0;100;100
"Subj_82";1;3;-50;50;0
"Subj_82";2;4;0;50;50
"Subj_82";3;2;0;100;100
"Subj_82";4;1;-300;100;-200
"Subj_82";5;2;0;100;100
"Subj_82";6;2;0;100;100
"Subj_82";7;2;0;100;100
"Subj_82";8;2;-1250;100;-1150
"Subj_82";9;4;0;50;50
"Subj_82";10;2;0;100;100
"Subj_82";11;2;0;100;100
"Subj_82";12;2;0;100;100
"Subj_82";13;1;0;100;100
"Subj_82";14;1;0;100;100
"Subj_82";15;1;0;100;100
"Subj_82";16;2;0;100;100
"Subj_82";17;1;0;100;100
"Subj_82";18;1;0;100;100
"Subj_82";19;4;0;50;50
"Subj_82";20;3;0;50;50
"Subj_82";21;1;-200;100;-100
"Subj_82";22;2;0;100;100
"Subj_82";23;2;0;100;100
"Subj_82";24;2;0;100;100
"Subj_82";25;1;-250;100;-150
"Subj_82";26;4;0;50;50
"Subj_82";27;4;0;50;50
"Subj_82";28;4;0;50;50
"Subj_82";29;3;0;50;50
"Subj_82";30;3;-50;50;0
"Subj_82";31;3;0;50;50
"Subj_82";32;3;-50;50;0
"Subj_82";33;4;0;50;50
"Subj_82";34;4;0;50;50
"Subj_82";35;4;0;50;50
"Subj_82";36;4;-250;50;-200
"Subj_82";37;2;0;100;100
"Subj_82";38;1;-350;100;-250
"Subj_82";39;2;0;100;100
"Subj_82";40;2;0;100;100
"Subj_82";41;2;0;100;100
"Subj_82";42;2;0;100;100
"Subj_82";43;1;-150;100;-50
"Subj_82";44;2;-1250;100;-1150
"Subj_82";45;4;0;50;50
"Subj_82";46;2;0;100;100
"Subj_82";47;2;0;100;100
"Subj_82";48;1;-250;100;-150
"Subj_82";49;4;0;50;50
"Subj_82";50;4;0;50;50
"Subj_82";51;4;0;50;50
"Subj_82";52;4;0;50;50
"Subj_82";53;4;0;50;50
"Subj_82";54;4;-250;50;-200
"Subj_82";55;2;0;100;100
"Subj_82";56;2;0;100;100
"Subj_82";57;2;-1250;100;-1150
"Subj_82";58;4;0;50;50
"Subj_82";59;4;0;50;50
"Subj_82";60;4;0;50;50
"Subj_82";61;4;0;50;50
"Subj_82";62;4;0;50;50
"Subj_82";63;1;0;100;100
"Subj_82";64;1;0;100;100
"Subj_82";65;1;0;100;100
"Subj_82";66;4;0;50;50
"Subj_82";67;4;0;50;50
"Subj_82";68;4;0;50;50
"Subj_82";69;1;-300;100;-200
"Subj_82";70;1;-350;100;-250
"Subj_82";71;1;0;100;100
"Subj_82";72;1;-200;100;-100
"Subj_82";73;4;0;50;50
"Subj_82";74;4;-250;50;-200
"Subj_82";75;2;0;100;100
"Subj_82";76;2;0;100;100
"Subj_82";77;2;0;100;100
"Subj_82";78;2;0;100;100
"Subj_82";79;4;0;50;50
"Subj_82";80;4;0;50;50
"Subj_82";81;4;0;50;50
"Subj_82";82;3;-50;50;0
"Subj_82";83;2;0;100;100
"Subj_82";84;2;0;100;100
"Subj_82";85;2;0;100;100
"Subj_82";86;2;0;100;100
"Subj_82";87;2;0;100;100
"Subj_82";88;3;-50;50;0
"Subj_82";89;3;0;50;50
"Subj_82";90;2;0;100;100
"Subj_82";91;2;0;100;100
"Subj_82";92;2;0;100;100
"Subj_82";93;2;-1250;100;-1150
"Subj_82";94;3;0;50;50
"Subj_82";95;3;0;50;50
"Subj_82";96;3;0;50;50
"Subj_82";97;3;0;50;50
"Subj_82";98;3;-50;50;0
"Subj_82";99;2;0;100;100
"Subj_82";100;2;0;100;100
"Subj_83";1;3;0;50;50
"Subj_83";2;4;0;50;50
"Subj_83";3;3;-50;50;0
"Subj_83";4;2;0;100;100
"Subj_83";5;1;-300;100;-200
"Subj_83";6;2;-1250;100;-1150
"Subj_83";7;3;0;50;50
"Subj_83";8;3;0;50;50
"Subj_83";9;3;-50;50;0
"Subj_83";10;4;0;50;50
"Subj_83";11;2;0;100;100
"Subj_83";12;2;0;100;100
"Subj_83";13;3;-50;50;0
"Subj_83";14;4;0;50;50
"Subj_83";15;1;0;100;100
"Subj_83";16;1;0;100;100
"Subj_83";17;1;-250;100;-150
"Subj_83";18;4;0;50;50
"Subj_83";19;3;0;50;50
"Subj_83";20;2;0;100;100
"Subj_83";21;3;-50;50;0
"Subj_83";22;2;0;100;100
"Subj_83";23;1;-150;100;-50
"Subj_83";24;4;0;50;50
"Subj_83";25;3;0;50;50
"Subj_83";26;3;-50;50;0
"Subj_83";27;4;0;50;50
"Subj_83";28;4;0;50;50
"Subj_83";29;4;0;50;50
"Subj_83";30;4;-250;50;-200
"Subj_83";31;2;0;100;100
"Subj_83";32;2;0;100;100
"Subj_83";33;2;0;100;100
"Subj_83";34;2;0;100;100
"Subj_83";35;3;0;50;50
"Subj_83";36;2;0;100;100
"Subj_83";37;4;0;50;50
"Subj_83";38;3;-50;50;0
"Subj_83";39;2;-1250;100;-1150
"Subj_83";40;3;0;50;50
"Subj_83";41;1;-200;100;-100
"Subj_83";42;4;0;50;50
"Subj_83";43;3;-50;50;0
"Subj_83";44;4;0;50;50
"Subj_83";45;4;0;50;50
"Subj_83";46;4;0;50;50
"Subj_83";47;4;0;50;50
"Subj_83";48;3;-50;50;0
"Subj_83";49;4;0;50;50
"Subj_83";50;4;-250;50;-200
"Subj_83";51;2;0;100;100
"Subj_83";52;1;0;100;100
"Subj_83";53;3;0;50;50
"Subj_83";54;3;-50;50;0
"Subj_83";55;2;0;100;100
"Subj_83";56;1;0;100;100
"Subj_83";57;4;0;50;50
"Subj_83";58;4;0;50;50
"Subj_83";59;2;0;100;100
"Subj_83";60;3;0;50;50
"Subj_83";61;4;0;50;50
"Subj_83";62;2;0;100;100
"Subj_83";63;1;0;100;100
"Subj_83";64;3;-50;50;0
"Subj_83";65;4;0;50;50
"Subj_83";66;3;0;50;50
"Subj_83";67;4;0;50;50
"Subj_83";68;2;0;100;100
"Subj_83";69;1;-350;100;-250
"Subj_83";70;3;0;50;50
"Subj_83";71;4;0;50;50
"Subj_83";72;2;0;100;100
"Subj_83";73;3;-50;50;0
"Subj_83";74;4;0;50;50
"Subj_83";75;3;0;50;50
"Subj_83";76;4;0;50;50
"Subj_83";77;3;0;50;50
"Subj_83";78;4;0;50;50
"Subj_83";79;3;-50;50;0
"Subj_83";80;4;-250;50;-200
"Subj_83";81;3;-50;50;0
"Subj_83";82;4;0;50;50
"Subj_83";83;2;0;100;100
"Subj_83";84;4;0;50;50
"Subj_83";85;2;0;100;100
"Subj_83";86;4;0;50;50
"Subj_83";87;3;-50;50;0
"Subj_83";88;2;0;100;100
"Subj_83";89;4;0;50;50
"Subj_83";90;2;-1250;100;-1150
"Subj_83";91;2;0;100;100
"Subj_83";92;3;0;50;50
"Subj_83";93;3;-50;50;0
"Subj_83";94;4;0;50;50
"Subj_83";95;2;0;100;100
"Subj_83";96;1;0;100;100
"Subj_83";97;3;0;50;50
"Subj_83";98;4;0;50;50
"Subj_83";99;3;-50;50;0
"Subj_83";100;2;0;100;100
"Subj_84";1;2;0;100;100
"Subj_84";2;3;0;50;50
"Subj_84";3;4;0;50;50
"Subj_84";4;1;0;100;100
"Subj_84";5;2;0;100;100
"Subj_84";6;1;-350;100;-250
"Subj_84";7;2;0;100;100
"Subj_84";8;2;0;100;100
"Subj_84";9;2;0;100;100
"Subj_84";10;4;-250;50;-200
"Subj_84";11;3;-50;50;0
"Subj_84";12;2;0;100;100
"Subj_84";13;1;-150;100;-50
"Subj_84";14;2;-1250;100;-1150
"Subj_84";15;1;0;100;100
"Subj_84";16;2;0;100;100
"Subj_84";17;1;-300;100;-200
"Subj_84";18;2;0;100;100
"Subj_84";19;4;0;50;50
"Subj_84";20;2;0;100;100
"Subj_84";21;3;0;50;50
"Subj_84";22;2;0;100;100
"Subj_84";23;2;0;100;100
"Subj_84";24;4;0;50;50
"Subj_84";25;2;-1250;100;-1150
"Subj_84";26;4;0;50;50
"Subj_84";27;3;0;50;50
"Subj_84";28;4;0;50;50
"Subj_84";29;3;-50;50;0
"Subj_84";30;4;0;50;50
"Subj_84";31;1;-250;100;-150
"Subj_84";32;2;0;100;100
"Subj_84";33;4;0;50;50
"Subj_84";34;3;-50;50;0
"Subj_84";35;4;0;50;50
"Subj_84";36;4;0;50;50
"Subj_84";37;4;0;50;50
"Subj_84";38;4;0;50;50
"Subj_84";39;4;0;50;50
"Subj_84";40;4;0;50;50
"Subj_84";41;2;0;100;100
"Subj_84";42;4;0;50;50
"Subj_84";43;4;0;50;50
"Subj_84";44;4;0;50;50
"Subj_84";45;2;0;100;100
"Subj_84";46;4;0;50;50
"Subj_84";47;4;-250;50;-200
"Subj_84";48;2;0;100;100
"Subj_84";49;4;0;50;50
"Subj_84";50;2;0;100;100
"Subj_84";51;4;0;50;50
"Subj_84";52;4;0;50;50
"Subj_84";53;2;0;100;100
"Subj_84";54;4;0;50;50
"Subj_84";55;4;-250;50;-200
"Subj_84";56;2;0;100;100
"Subj_84";57;4;0;50;50
"Subj_84";58;4;0;50;50
"Subj_84";59;4;0;50;50
"Subj_84";60;4;0;50;50
"Subj_84";61;4;0;50;50
"Subj_84";62;4;0;50;50
"Subj_84";63;4;0;50;50
"Subj_84";64;2;0;100;100
"Subj_84";65;4;0;50;50
"Subj_84";66;4;0;50;50
"Subj_84";67;2;0;100;100
"Subj_84";68;4;0;50;50
"Subj_84";69;4;0;50;50
"Subj_84";70;2;0;100;100
"Subj_84";71;4;0;50;50
"Subj_84";72;2;0;100;100
"Subj_84";73;4;-250;50;-200
"Subj_84";74;2;0;100;100
"Subj_84";75;4;0;50;50
"Subj_84";76;2;0;100;100
"Subj_84";77;4;0;50;50
"Subj_84";78;4;0;50;50
"Subj_84";79;2;0;100;100
"Subj_84";80;4;0;50;50
"Subj_84";81;4;0;50;50
"Subj_84";82;2;0;100;100
"Subj_84";83;4;0;50;50
"Subj_84";84;4;0;50;50
"Subj_84";85;2;0;100;100
"Subj_84";86;4;0;50;50
"Subj_84";87;4;0;50;50
"Subj_84";88;2;-1250;100;-1150
"Subj_84";89;2;0;100;100
"Subj_84";90;2;0;100;100
"Subj_84";91;4;0;50;50
"Subj_84";92;2;0;100;100
"Subj_84";93;4;0;50;50
"Subj_84";94;4;-250;50;-200
"Subj_84";95;2;0;100;100
"Subj_84";96;2;0;100;100
"Subj_84";97;2;0;100;100
"Subj_84";98;2;0;100;100
"Subj_84";99;2;0;100;100
"Subj_84";100;2;0;100;100
"Subj_85";1;2;0;100;100
"Subj_85";2;3;-50;50;0
"Subj_85";3;4;0;50;50
"Subj_85";4;1;-200;100;-100
"Subj_85";5;2;0;100;100
"Subj_85";6;2;0;100;100
"Subj_85";7;2;0;100;100
"Subj_85";8;2;0;100;100
"Subj_85";9;2;0;100;100
"Subj_85";10;2;-1250;100;-1150
"Subj_85";11;1;-350;100;-250
"Subj_85";12;3;-50;50;0
"Subj_85";13;4;-250;50;-200
"Subj_85";14;2;0;100;100
"Subj_85";15;2;0;100;100
"Subj_85";16;2;0;100;100
"Subj_85";17;3;-50;50;0
"Subj_85";18;2;0;100;100
"Subj_85";19;4;0;50;50
"Subj_85";20;4;0;50;50
"Subj_85";21;4;0;50;50
"Subj_85";22;2;-1250;100;-1150
"Subj_85";23;2;0;100;100
"Subj_85";24;2;0;100;100
"Subj_85";25;2;0;100;100
"Subj_85";26;2;0;100;100
"Subj_85";27;2;0;100;100
"Subj_85";28;2;0;100;100
"Subj_85";29;2;0;100;100
"Subj_85";30;2;0;100;100
"Subj_85";31;2;-1250;100;-1150
"Subj_85";32;2;0;100;100
"Subj_85";33;2;0;100;100
"Subj_85";34;2;0;100;100
"Subj_85";35;2;0;100;100
"Subj_85";36;2;0;100;100
"Subj_85";37;2;0;100;100
"Subj_85";38;2;0;100;100
"Subj_85";39;2;0;100;100
"Subj_85";40;4;0;50;50
"Subj_85";41;2;0;100;100
"Subj_85";42;2;0;100;100
"Subj_85";43;2;0;100;100
"Subj_85";44;2;0;100;100
"Subj_85";45;2;0;100;100
"Subj_85";46;2;0;100;100
"Subj_85";47;2;0;100;100
"Subj_85";48;2;0;100;100
"Subj_85";49;4;0;50;50
"Subj_85";50;2;0;100;100
"Subj_85";51;2;-1250;100;-1150
"Subj_85";52;4;0;50;50
"Subj_85";53;4;0;50;50
"Subj_85";54;4;0;50;50
"Subj_85";55;4;0;50;50
"Subj_85";56;2;0;100;100
"Subj_85";57;4;-250;50;-200
"Subj_85";58;2;0;100;100
"Subj_85";59;2;0;100;100
"Subj_85";60;2;0;100;100
"Subj_85";61;2;0;100;100
"Subj_85";62;4;0;50;50
"Subj_85";63;4;0;50;50
"Subj_85";64;2;0;100;100
"Subj_85";65;4;0;50;50
"Subj_85";66;2;0;100;100
"Subj_85";67;2;0;100;100
"Subj_85";68;2;0;100;100
"Subj_85";69;4;0;50;50
"Subj_85";70;2;-1250;100;-1150
"Subj_85";71;2;0;100;100
"Subj_85";72;2;0;100;100
"Subj_85";73;2;0;100;100
"Subj_85";74;2;0;100;100
"Subj_85";75;2;0;100;100
"Subj_85";76;2;0;100;100
"Subj_85";77;2;0;100;100
"Subj_85";78;2;0;100;100
"Subj_85";79;4;0;50;50
"Subj_85";80;4;0;50;50
"Subj_85";81;4;0;50;50
"Subj_85";82;2;0;100;100
"Subj_85";83;2;-1250;100;-1150
"Subj_85";84;2;0;100;100
"Subj_85";85;2;0;100;100
"Subj_85";86;2;0;100;100
"Subj_85";87;2;0;100;100
"Subj_85";88;2;0;100;100
"Subj_85";89;2;0;100;100
"Subj_85";90;2;0;100;100
"Subj_85";91;2;0;100;100
"Subj_85";92;4;0;50;50
"Subj_85";93;4;0;50;50
"Subj_85";94;4;0;50;50
"Subj_85";95;2;-1250;100;-1150
"Subj_85";96;2;0;100;100
"Subj_85";97;2;0;100;100
"Subj_85";98;2;0;100;100
"Subj_85";99;2;0;100;100
"Subj_85";100;2;0;100;100
"Subj_86";1;1;-150;100;-50
"Subj_86";2;2;0;100;100
"Subj_86";3;2;0;100;100
"Subj_86";4;4;0;50;50
"Subj_86";5;3;-50;50;0
"Subj_86";6;2;0;100;100
"Subj_86";7;2;0;100;100
"Subj_86";8;2;0;100;100
"Subj_86";9;1;0;100;100
"Subj_86";10;1;0;100;100
"Subj_86";11;1;0;100;100
"Subj_86";12;2;0;100;100
"Subj_86";13;2;0;100;100
"Subj_86";14;2;-1250;100;-1150
"Subj_86";15;4;0;50;50
"Subj_86";16;3;0;50;50
"Subj_86";17;1;-250;100;-150
"Subj_86";18;4;0;50;50
"Subj_86";19;4;0;50;50
"Subj_86";20;2;0;100;100
"Subj_86";21;2;0;100;100
"Subj_86";22;2;0;100;100
"Subj_86";23;4;0;50;50
"Subj_86";24;3;-50;50;0
"Subj_86";25;2;0;100;100
"Subj_86";26;2;0;100;100
"Subj_86";27;2;-1250;100;-1150
"Subj_86";28;4;0;50;50
"Subj_86";29;4;0;50;50
"Subj_86";30;4;0;50;50
"Subj_86";31;4;0;50;50
"Subj_86";32;4;-250;50;-200
"Subj_86";33;1;-300;100;-200
"Subj_86";34;1;0;100;100
"Subj_86";35;1;-350;100;-250
"Subj_86";36;2;0;100;100
"Subj_86";37;2;0;100;100
"Subj_86";38;2;0;100;100
"Subj_86";39;2;0;100;100
"Subj_86";40;3;0;50;50
"Subj_86";41;3;-50;50;0
"Subj_86";42;4;-250;50;-200
"Subj_86";43;3;-50;50;0
"Subj_86";44;3;0;50;50
"Subj_86";45;3;-50;50;0
"Subj_86";46;2;0;100;100
"Subj_86";47;2;0;100;100
"Subj_86";48;2;0;100;100
"Subj_86";49;1;-200;100;-100
"Subj_86";50;1;0;100;100
"Subj_86";51;1;0;100;100
"Subj_86";52;1;0;100;100
"Subj_86";53;2;0;100;100
"Subj_86";54;4;0;50;50
"Subj_86";55;4;0;50;50
"Subj_86";56;2;0;100;100
"Subj_86";57;1;-150;100;-50
"Subj_86";58;2;-1250;100;-1150
"Subj_86";59;4;0;50;50
"Subj_86";60;4;0;50;50
"Subj_86";61;4;0;50;50
"Subj_86";62;4;0;50;50
"Subj_86";63;3;0;50;50
"Subj_86";64;3;0;50;50
"Subj_86";65;2;0;100;100
"Subj_86";66;2;0;100;100
"Subj_86";67;2;0;100;100
"Subj_86";68;2;0;100;100
"Subj_86";69;2;0;100;100
"Subj_86";70;1;0;100;100
"Subj_86";71;4;0;50;50
"Subj_86";72;4;0;50;50
"Subj_86";73;4;0;50;50
"Subj_86";74;3;-50;50;0
"Subj_86";75;2;0;100;100
"Subj_86";76;2;-1250;100;-1150
"Subj_86";77;4;0;50;50
"Subj_86";78;4;0;50;50
"Subj_86";79;4;0;50;50
"Subj_86";80;4;0;50;50
"Subj_86";81;4;0;50;50
"Subj_86";82;4;-250;50;-200
"Subj_86";83;2;0;100;100
"Subj_86";84;1;-200;100;-100
"Subj_86";85;2;0;100;100
"Subj_86";86;2;0;100;100
"Subj_86";87;2;0;100;100
"Subj_86";88;2;0;100;100
"Subj_86";89;2;0;100;100
"Subj_86";90;2;0;100;100
"Subj_86";91;4;0;50;50
"Subj_86";92;4;0;50;50
"Subj_86";93;4;0;50;50
"Subj_86";94;4;0;50;50
"Subj_86";95;3;0;50;50
"Subj_86";96;3;0;50;50
"Subj_86";97;1;0;100;100
"Subj_86";98;1;-300;100;-200
"Subj_86";99;2;0;100;100
"Subj_86";100;2;0;100;100
"Subj_87";1;4;0;50;50
"Subj_87";2;4;0;50;50
"Subj_87";3;4;0;50;50
"Subj_87";4;4;0;50;50
"Subj_87";5;4;0;50;50
"Subj_87";6;4;0;50;50
"Subj_87";7;4;0;50;50
"Subj_87";8;4;0;50;50
"Subj_87";9;4;-250;50;-200
"Subj_87";10;4;0;50;50
"Subj_87";11;4;-250;50;-200
"Subj_87";12;3;0;50;50
"Subj_87";13;2;-1250;100;-1150
"Subj_87";14;1;-150;100;-50
"Subj_87";15;3;-50;50;0
"Subj_87";16;4;0;50;50
"Subj_87";17;4;0;50;50
"Subj_87";18;4;0;50;50
"Subj_87";19;4;0;50;50
"Subj_87";20;4;0;50;50
"Subj_87";21;4;0;50;50
"Subj_87";22;4;0;50;50
"Subj_87";23;4;0;50;50
"Subj_87";24;4;0;50;50
"Subj_87";25;4;0;50;50
"Subj_87";26;4;0;50;50
"Subj_87";27;4;0;50;50
"Subj_87";28;4;0;50;50
"Subj_87";29;4;0;50;50
"Subj_87";30;4;0;50;50
"Subj_87";31;4;0;50;50
"Subj_87";32;4;0;50;50
"Subj_87";33;4;0;50;50
"Subj_87";34;4;-250;50;-200
"Subj_87";35;4;0;50;50
"Subj_87";36;4;0;50;50
"Subj_87";37;4;0;50;50
"Subj_87";38;4;0;50;50
"Subj_87";39;4;0;50;50
"Subj_87";40;4;-250;50;-200
"Subj_87";41;4;0;50;50
"Subj_87";42;4;0;50;50
"Subj_87";43;4;0;50;50
"Subj_87";44;4;0;50;50
"Subj_87";45;4;0;50;50
"Subj_87";46;4;0;50;50
"Subj_87";47;4;0;50;50
"Subj_87";48;4;0;50;50
"Subj_87";49;4;0;50;50
"Subj_87";50;4;0;50;50
"Subj_87";51;4;-250;50;-200
"Subj_87";52;1;0;100;100
"Subj_87";53;1;-200;100;-100
"Subj_87";54;4;0;50;50
"Subj_87";55;4;0;50;50
"Subj_87";56;4;0;50;50
"Subj_87";57;4;0;50;50
"Subj_87";58;4;0;50;50
"Subj_87";59;4;0;50;50
"Subj_87";60;4;0;50;50
"Subj_87";61;1;0;100;100
"Subj_87";62;4;0;50;50
"Subj_87";63;4;0;50;50
"Subj_87";64;4;0;50;50
"Subj_87";65;4;-250;50;-200
"Subj_87";66;1;-350;100;-250
"Subj_87";67;4;0;50;50
"Subj_87";68;4;0;50;50
"Subj_87";69;4;0;50;50
"Subj_87";70;4;0;50;50
"Subj_87";71;4;0;50;50
"Subj_87";72;4;0;50;50
"Subj_87";73;4;0;50;50
"Subj_87";74;4;0;50;50
"Subj_87";75;4;0;50;50
"Subj_87";76;4;-250;50;-200
"Subj_87";77;4;0;50;50
"Subj_87";78;4;0;50;50
"Subj_87";79;4;0;50;50
"Subj_87";80;4;0;50;50
"Subj_87";81;4;0;50;50
"Subj_87";82;4;0;50;50
"Subj_87";83;4;0;50;50
"Subj_87";84;4;0;50;50
"Subj_87";85;4;0;50;50
"Subj_87";86;4;0;50;50
"Subj_87";87;4;0;50;50
"Subj_87";88;4;-250;50;-200
"Subj_87";89;4;0;50;50
"Subj_87";90;4;0;50;50
"Subj_87";91;4;0;50;50
"Subj_87";92;4;0;50;50
"Subj_87";93;4;-250;50;-200
"Subj_87";94;4;0;50;50
"Subj_87";95;4;0;50;50
"Subj_87";96;4;0;50;50
"Subj_87";97;4;0;50;50
"Subj_87";98;4;0;50;50
"Subj_87";99;4;0;50;50
"Subj_87";100;4;0;50;50
"Subj_88";1;2;0;100;100
"Subj_88";2;2;-1250;100;-1150
"Subj_88";3;1;0;100;100
"Subj_88";4;1;0;100;100
"Subj_88";5;1;0;100;100
"Subj_88";6;1;-200;100;-100
"Subj_88";7;4;-250;50;-200
"Subj_88";8;4;0;50;50
"Subj_88";9;1;-350;100;-250
"Subj_88";10;1;0;100;100
"Subj_88";11;1;-250;100;-150
"Subj_88";12;2;0;100;100
"Subj_88";13;3;-50;50;0
"Subj_88";14;4;0;50;50
"Subj_88";15;1;-150;100;-50
"Subj_88";16;2;0;100;100
"Subj_88";17;2;0;100;100
"Subj_88";18;2;0;100;100
"Subj_88";19;2;0;100;100
"Subj_88";20;2;0;100;100
"Subj_88";21;2;0;100;100
"Subj_88";22;2;0;100;100
"Subj_88";23;2;-1250;100;-1150
"Subj_88";24;1;-300;100;-200
"Subj_88";25;2;0;100;100
"Subj_88";26;2;0;100;100
"Subj_88";27;2;0;100;100
"Subj_88";28;2;0;100;100
"Subj_88";29;2;0;100;100
"Subj_88";30;4;0;50;50
"Subj_88";31;4;0;50;50
"Subj_88";32;4;0;50;50
"Subj_88";33;1;0;100;100
"Subj_88";34;1;-250;100;-150
"Subj_88";35;1;0;100;100
"Subj_88";36;1;0;100;100
"Subj_88";37;1;-150;100;-50
"Subj_88";38;2;0;100;100
"Subj_88";39;2;0;100;100
"Subj_88";40;2;0;100;100
"Subj_88";41;2;0;100;100
"Subj_88";42;1;0;100;100
"Subj_88";43;1;-200;100;-100
"Subj_88";44;2;0;100;100
"Subj_88";45;2;0;100;100
"Subj_88";46;2;0;100;100
"Subj_88";47;2;0;100;100
"Subj_88";48;1;-300;100;-200
"Subj_88";49;2;0;100;100
"Subj_88";50;2;-1250;100;-1150
"Subj_88";51;1;0;100;100
"Subj_88";52;1;0;100;100
"Subj_88";53;1;-350;100;-250
"Subj_88";54;4;0;50;50
"Subj_88";55;4;0;50;50
"Subj_88";56;4;0;50;50
"Subj_88";57;4;0;50;50
"Subj_88";58;3;-50;50;0
"Subj_88";59;1;-250;100;-150
"Subj_88";60;2;0;100;100
"Subj_88";61;2;0;100;100
"Subj_88";62;2;0;100;100
"Subj_88";63;2;0;100;100
"Subj_88";64;2;0;100;100
"Subj_88";65;2;0;100;100
"Subj_88";66;1;-200;100;-100
"Subj_88";67;1;0;100;100
"Subj_88";68;1;-350;100;-250
"Subj_88";69;4;0;50;50
"Subj_88";70;4;0;50;50
"Subj_88";71;4;0;50;50
"Subj_88";72;3;-50;50;0
"Subj_88";73;2;0;100;100
"Subj_88";74;2;0;100;100
"Subj_88";75;2;-1250;100;-1150
"Subj_88";76;1;0;100;100
"Subj_88";77;1;-300;100;-200
"Subj_88";78;1;0;100;100
"Subj_88";79;1;-150;100;-50
"Subj_88";80;2;0;100;100
"Subj_88";81;2;0;100;100
"Subj_88";82;2;0;100;100
"Subj_88";83;2;0;100;100
"Subj_88";84;2;0;100;100
"Subj_88";85;4;0;50;50
"Subj_88";86;4;0;50;50
"Subj_88";87;4;-250;50;-200
"Subj_88";88;1;0;100;100
"Subj_88";89;1;0;100;100
"Subj_88";90;1;-200;100;-100
"Subj_88";91;2;0;100;100
"Subj_88";92;2;-1250;100;-1150
"Subj_88";93;1;-350;100;-250
"Subj_88";94;1;0;100;100
"Subj_88";95;1;0;100;100
"Subj_88";96;1;-300;100;-200
"Subj_88";97;2;0;100;100
"Subj_88";98;2;0;100;100
"Subj_88";99;2;0;100;100
"Subj_88";100;2;0;100;100
"Subj_89";1;2;0;100;100
"Subj_89";2;2;-1250;100;-1150
"Subj_89";3;2;0;100;100
"Subj_89";4;1;0;100;100
"Subj_89";5;4;0;50;50
"Subj_89";6;3;0;50;50
"Subj_89";7;3;-50;50;0
"Subj_89";8;1;-150;100;-50
"Subj_89";9;1;-250;100;-150
"Subj_89";10;2;0;100;100
"Subj_89";11;4;0;50;50
"Subj_89";12;4;-250;50;-200
"Subj_89";13;4;0;50;50
"Subj_89";14;2;0;100;100
"Subj_89";15;3;0;50;50
"Subj_89";16;1;-350;100;-250
"Subj_89";17;1;0;100;100
"Subj_89";18;3;-50;50;0
"Subj_89";19;1;0;100;100
"Subj_89";20;2;0;100;100
"Subj_89";21;4;0;50;50
"Subj_89";22;3;-50;50;0
"Subj_89";23;3;-50;50;0
"Subj_89";24;1;0;100;100
"Subj_89";25;3;0;50;50
"Subj_89";26;1;0;100;100
"Subj_89";27;4;0;50;50
"Subj_89";28;3;-50;50;0
"Subj_89";29;3;0;50;50
"Subj_89";30;2;0;100;100
"Subj_89";31;1;-200;100;-100
"Subj_89";32;1;-300;100;-200
"Subj_89";33;3;0;50;50
"Subj_89";34;4;0;50;50
"Subj_89";35;2;0;100;100
"Subj_89";36;1;-250;100;-150
"Subj_89";37;4;0;50;50
"Subj_89";38;3;0;50;50
"Subj_89";39;4;0;50;50
"Subj_89";40;2;0;100;100
"Subj_89";41;3;-50;50;0
"Subj_89";42;4;0;50;50
"Subj_89";43;3;-50;50;0
"Subj_89";44;3;0;50;50
"Subj_89";45;1;-350;100;-250
"Subj_89";46;3;0;50;50
"Subj_89";47;4;0;50;50
"Subj_89";48;2;0;100;100
"Subj_89";49;4;0;50;50
"Subj_89";50;3;0;50;50
"Subj_89";51;2;0;100;100
"Subj_89";52;4;0;50;50
"Subj_89";53;3;-50;50;0
"Subj_89";54;2;0;100;100
"Subj_89";55;3;-50;50;0
"Subj_89";56;4;0;50;50
"Subj_89";57;3;0;50;50
"Subj_89";58;2;0;100;100
"Subj_89";59;4;0;50;50
"Subj_89";60;2;-1250;100;-1150
"Subj_89";61;4;-250;50;-200
"Subj_89";62;3;-50;50;0
"Subj_89";63;2;0;100;100
"Subj_89";64;4;0;50;50
"Subj_89";65;3;0;50;50
"Subj_89";66;4;0;50;50
"Subj_89";67;3;-50;50;0
"Subj_89";68;3;0;50;50
"Subj_89";69;2;0;100;100
"Subj_89";70;4;0;50;50
"Subj_89";71;3;-50;50;0
"Subj_89";72;3;0;50;50
"Subj_89";73;2;0;100;100
"Subj_89";74;4;0;50;50
"Subj_89";75;3;-50;50;0
"Subj_89";76;3;0;50;50
"Subj_89";77;2;0;100;100
"Subj_89";78;4;0;50;50
"Subj_89";79;3;0;50;50
"Subj_89";80;3;-50;50;0
"Subj_89";81;2;0;100;100
"Subj_89";82;4;0;50;50
"Subj_89";83;3;-50;50;0
"Subj_89";84;3;0;50;50
"Subj_89";85;2;0;100;100
"Subj_89";86;4;-250;50;-200
"Subj_89";87;3;-50;50;0
"Subj_89";88;1;0;100;100
